experiment_version,start_time,completion_status,completion_time,terminated_early,termination_reason,total_duration_ms,total_duration_min,datapipe_condition,cell_idx,speaker_condition,listener_belief_condition,sequence_idx,measure_order,comp1_some_correct,comp1_some_response,comp1_most_correct,comp1_most_response,comp2_correct,comp_multi_correct,comp_multi_selected,comp3_correct,comp3_selected,n_comp_correct,r1_utterance_predicate,r1_utterance_quantifier,r1_utterance_text,r1_effectiveness,r1_speaker_type,r1_rt,r2_utterance_predicate,r2_utterance_quantifier,r2_utterance_text,r2_effectiveness,r2_speaker_type,r2_rt,r3_utterance_predicate,r3_utterance_quantifier,r3_utterance_text,r3_effectiveness,r3_speaker_type,r3_rt,r4_utterance_predicate,r4_utterance_quantifier,r4_utterance_text,r4_effectiveness,r4_speaker_type,r4_rt,r5_utterance_predicate,r5_utterance_quantifier,r5_utterance_text,r5_effectiveness,r5_speaker_type,r5_rt,n_rounds_completed,completed_all_rounds,attention_check_passed,attention_effectiveness,attention_speaker_type,competence_score,competence_framing,saw_persuasive_reveal,open_speaker_strategy,open_estimation_strategy,open_feedback
1.0.0,2026-01-31T22:51:25.378Z,completed,2026-01-31T22:56:10.608Z,False,,285034,4.750566666666667,,,informative,naturalistic,1.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",False,"[0,3,2]",4,Ineffective,Most,The treatment was ineffective for most patients.,75.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,5,True,True,100.0,,50.0,helpfulness,False,,I trusted and listened to what the speaker said and used my best judgement.. also it was quite easy and the same answer for almost all 5... (which may be because the speaker was lying but hopefully not),
1.0.0,2026-01-31T22:10:09.560Z,completed,2026-01-31T22:15:31.706Z,False,,320745,5.34575,,,informative,naturalistic,1.0,effectiveness_first,False,At least one but must not be all.,False,More than half but must not be all.,True,False,"[""all""]",True,"[0,2]",2,Ineffective,Most,The treatment was ineffective for most patients.,25.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,5,True,True,100.0,,85.0,helpfulness,False,,easily ,
1.0.0,2026-01-30T16:50:34.429Z,completed,2026-01-30T16:54:13.449Z,False,,218998,3.649966666666667,,,pers_plus,naturalistic,1.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",False,[0],4,Effective,Most,The treatment was effective for most patients.,80.0,,,Effective,Some,The treatment was effective for some patients.,50.0,,,Ineffective,Some,The treatment was ineffective for some patients.,65.0,,,Effective,Some,The treatment was effective for some patients.,50.0,,,Ineffective,Some,The treatment was ineffective for some patients.,70.0,,,5,True,True,100.0,,100.0,communicator,False,,NA,no comment
1.0.0,2026-01-31T21:30:57.579Z,completed,2026-01-31T21:38:41.237Z,False,,463642,7.727366666666667,,,pers_minus,naturalistic,0.0,speaker_type_first,True,At least one and could be all.,False,More than 75% and could be all.,True,False,"[""all""]",False,"[2,3]",2,Ineffective,Some,The treatment was ineffective for some patients.,75.0,,,Ineffective,Some,The treatment was ineffective for some patients.,55.0,,,Effective,Some,The treatment was effective for some patients.,80.0,,,Ineffective,Some,The treatment was ineffective for some patients.,70.0,,,Ineffective,Some,The treatment was ineffective for some patients.,50.0,,,5,True,True,100.0,,60.0,helpfulness,False,,I tried to think how many from the description how many were cured or not,no none was confusing
1.0.0,2026-02-01T18:14:51.148Z,completed,2026-02-01T18:26:36.968Z,False,,705815,11.763583333333333,,,pers_plus,credulous,0.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,False,"[""some"",""all"",""ineff_some""]",False,[3],3,Effective,Some,The treatment was effective for some patients.,75.0,,,Effective,Some,The treatment was effective for some patients.,100.0,,,Ineffective,Some,The treatment was ineffective for some patients.,75.0,,,Effective,Some,The treatment was effective for some patients.,75.0,,,Effective,Some,The treatment was effective for some patients.,85.0,,,5,True,True,100.0,,67.0,helpfulness,False,,,no
1.0.0,2026-02-01T11:17:26.625Z,completed,2026-02-01T11:24:25.735Z,False,,419108,6.985133333333334,,,pers_plus,vigilant,0.0,speaker_type_first,False,At least one but must not be all.,False,More than 75% and could be all.,True,True,"[""all"",""some""]",True,"[0,2]",3,Effective,Some,The treatment was effective for some patients.,60.0,anti,,Effective,Some,The treatment was effective for some patients.,65.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,45.0,anti,,Effective,Some,The treatment was effective for some patients.,55.0,neutral,,Effective,Some,The treatment was effective for some patients.,55.0,neutral,,5,True,True,100.0,anti,67.0,goal_pursuit_effectiveness,True,I made my decision based on the language of the effectiveness. I think spectics and scientists are more cautious.,,n/a
1.0.0,2026-02-01T19:08:44.608Z,completed,2026-02-01T19:18:35.737Z,False,,591102,9.8517,,,informative,vigilant,0.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",True,"[0,2]",5,Effective,Most,The treatment was effective for most patients.,80.0,neutral,,Ineffective,No,The treatment was ineffective for no patients.,100.0,neutral,,Effective,All,The treatment was effective for all patients.,100.0,neutral,,Ineffective,No,The treatment was ineffective for no patients.,100.0,neutral,,Effective,All,The treatment was effective for all patients.,100.0,neutral,,5,True,True,100.0,anti,100.0,goal_pursuit_effectiveness,False,"they used very certain definitions of the studies effectiveness which, if they were acting to the brief that they have to give accurate descriptions and cannot tell a lie, would mean they were trying to push me towards only being able to choose 100% ",,
1.0.0,2026-02-01T00:19:53.211Z,completed,2026-02-01T00:28:38.296Z,False,,525055,8.750916666666667,,,informative,vigilant,1.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[0,2]",5,Ineffective,Most,The treatment was ineffective for most patients.,20.0,anti,,Ineffective,All,The treatment was ineffective for all patients.,0.0,neutral,,Effective,No,The treatment was effective for no patients.,0.0,neutral,,Ineffective,All,The treatment was ineffective for all patients.,0.0,neutral,,Effective,No,The treatment was effective for no patients.,0.0,pro,,5,True,True,100.0,anti,17.0,goal_pursuit_effectiveness,False,"They chose to say ""effective for no patients"", which makes it sound more positive than ""completely ineffective"".",,
1.0.0,2026-01-31T23:39:05.088Z,completed,2026-01-31T23:45:41.125Z,False,,396030,6.6005,,,pers_minus,vigilant,2.0,effectiveness_first,False,At least two but must not be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",4,Ineffective,Most,The treatment was ineffective for most patients.,35.0,neutral,,Effective,Some,The treatment was effective for some patients.,30.0,anti,,Ineffective,Some,The treatment was ineffective for some patients.,25.0,neutral,,Effective,Some,The treatment was effective for some patients.,35.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,70.0,neutral,,5,True,True,100.0,anti,81.0,goal_pursuit_effectiveness,True,I thought they were a scientist because they were switching between both effective and ineffective results.,,Nothing was confusing.
1.0.0,2026-01-31T23:12:28.891Z,completed,2026-01-31T23:21:47.575Z,False,,558669,9.31115,,,pers_plus,naturalistic,0.0,speaker_type_first,False,At least one but must not be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",True,"[2,0]",4,Effective,Some,The treatment was effective for some patients.,40.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,Ineffective,Some,The treatment was ineffective for some patients.,30.0,,,Effective,Some,The treatment was effective for some patients.,30.0,,,Effective,Some,The treatment was effective for some patients.,20.0,,,5,True,True,100.0,,45.0,helpfulness,False,,"Well, all the descriptions were ""some"". My first instinct is to be annoyed with the speaker and assume he/she is trying to be unhelpful, but it could well be that ""some"", as in more than 0 and less than half of the patients are finding the treatment effective for every trial result they're seeing. Based on that guess, I put my percentage guesses somewhere between 30 and 40. You're welcome.",I have no further comments.
1.0.0,2026-02-01T19:04:02.563Z,completed,2026-02-01T19:09:43.703Z,False,,341136,5.6856,,,pers_plus,vigilant,1.0,effectiveness_first,False,At least one but must not be all.,True,More than half and could be all.,True,False,"[""all""]",True,"[2,0]",3,Effective,Most,The treatment was effective for most patients.,70.0,neutral,,Effective,Some,The treatment was effective for some patients.,40.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,neutral,,Effective,Some,The treatment was effective for some patients.,40.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,neutral,,5,True,True,100.0,anti,67.0,goal_pursuit_effectiveness,True,It was confusing so I went with the speaker I thought would be the most calculative.,,It was quite confusing because the concepts were very vague and I didn't necessarily agree with how they were categorised.
1.0.0,2026-01-31T23:18:45.110Z,completed,2026-01-31T23:25:43.212Z,False,,418093,6.968216666666667,,,pers_plus,vigilant,1.0,speaker_type_first,False,At least one but must not be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",4,Effective,Most,The treatment was effective for most patients.,60.0,pro,,Effective,Some,The treatment was effective for some patients.,50.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,30.0,neutral,,Effective,Some,The treatment was effective for some patients.,50.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,50.0,neutral,,5,True,True,100.0,anti,40.0,goal_pursuit_effectiveness,True,I believed less confident language would align with scientist,,
1.0.0,2026-02-01T19:08:37.682Z,completed,2026-02-01T19:26:58.921Z,False,,1101193,18.35321666666667,,,pers_minus,naturalistic,2.0,speaker_type_first,False,At least one but must not be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",4,Ineffective,Most,The treatment was ineffective for most patients.,20.0,,,Effective,Some,The treatment was effective for some patients.,30.0,,,Ineffective,Some,The treatment was ineffective for some patients.,75.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,Ineffective,Some,The treatment was ineffective for some patients.,70.0,,,5,True,True,100.0,,70.0,helpfulness,False,,I tended to use the speakers descriptions in a optimistic way. I also felt they were using the same metrics throughout the separate studies. ,"It was a little confusing at first, it felt like the slider score was cumulative for all the studies. So I didnt know if I was judging the description for the 1 study seperately or giving an estimate for all the studies up until then. "
1.0.0,2026-02-01T19:32:03.026Z,completed,2026-02-01T19:34:25.213Z,False,,142177,2.3696166666666665,,,informative,credulous,1.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",False,"[2,3]",4,Ineffective,Most,The treatment was ineffective for most patients.,10.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,5,True,True,100.0,,100.0,helpfulness,False,,,no
1.0.0,2026-02-01T01:13:07.244Z,completed,2026-02-01T01:34:51.869Z,False,,1304589,21.74315,,,pers_minus,vigilant,1.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[0,2]",5,Ineffective,Most,The treatment was ineffective for most patients.,25.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,50.0,neutral,,Effective,Some,The treatment was effective for some patients.,55.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,70.0,neutral,,Effective,Some,The treatment was effective for some patients.,30.0,anti,,5,True,True,100.0,anti,100.0,goal_pursuit_effectiveness,True,"Based on what I estimated the effectiveness was, I tried to discern how the language used was affecting my ability to estimate the effectiveness. Clearly I was very wrong, I thought most were scientists or skeptics.  ",,Nothing was confusing at all. 
1.0.0,2026-02-01T12:05:30.571Z,completed,2026-02-01T12:11:53.498Z,False,,382917,6.38195,,,pers_plus,credulous,0.0,speaker_type_first,False,At least one but must not be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",True,"[2,0]",4,Effective,Some,The treatment was effective for some patients.,30.0,,,Effective,Some,The treatment was effective for some patients.,30.0,,,Ineffective,Some,The treatment was ineffective for some patients.,30.0,,,Effective,Some,The treatment was effective for some patients.,30.0,,,Effective,Some,The treatment was effective for some patients.,30.0,,,5,True,True,100.0,,65.0,helpfulness,False,,,No
1.0.0,2026-02-01T00:27:27.926Z,completed,2026-02-01T00:39:05.843Z,False,,697870,11.631166666666667,,,pers_plus,vigilant,1.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,False,"[""all""]",True,"[2,0]",4,Effective,Most,The treatment was effective for most patients.,50.0,neutral,,Effective,Some,The treatment was effective for some patients.,20.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,50.0,neutral,,Effective,Some,The treatment was effective for some patients.,70.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,70.0,pro,,5,True,True,100.0,anti,40.0,goal_pursuit_effectiveness,True,"I noticed that positively-framed statements were given first, and the use of ""some"" for everything was another tipoff. ""Some""-style statements are less likely to draw bad attention from the FTC.",,
1.0.0,2026-02-01T03:59:59.016Z,completed,2026-02-01T04:11:18.584Z,False,,679562,11.326033333333333,,,pers_plus,credulous,1.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[0,2]",5,Effective,Most,The treatment was effective for most patients.,70.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,Ineffective,Some,The treatment was ineffective for some patients.,50.0,,,Effective,Some,The treatment was effective for some patients.,65.0,,,Ineffective,Some,The treatment was ineffective for some patients.,45.0,,,5,True,True,100.0,,23.0,helpfulness,False,,,"no, it was not confusing"
1.0.0,2026-01-30T17:06:58.425Z,completed,2026-01-30T17:11:40.985Z,False,,282535,4.708916666666667,,,informative,naturalistic,0.0,effectiveness_first,False,At least one but must not be all.,False,More than 75% and could be all.,True,False,"[""all""]",True,"[0,2]",2,Effective,Most,The treatment was effective for most patients.,75.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,5,True,True,100.0,,100.0,communicator,False,,I really listened to what they ahd to say and measured it against what i had learned,None
1.0.0,2026-01-30T16:11:52.223Z,completed,2026-01-30T16:22:26.721Z,False,,634491,10.57485,,,pers_minus,vigilant,0.0,speaker_type_first,False,At least two but must not be all.,False,More than 75% and could be all.,True,True,"[""all"",""some""]",True,"[0,2]",3,Ineffective,Some,The treatment was ineffective for some patients.,40.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,anti,,Effective,Some,The treatment was effective for some patients.,35.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,30.0,anti,,Ineffective,Some,The treatment was ineffective for some patients.,30.0,pro,,5,True,True,100.0,anti,17.0,goal_accomplishment,True,The descriptions sounded negative.,,
1.0.0,2026-02-01T18:23:59.716Z,terminated_attention_check,2026-02-01T18:30:42.417Z,True,attention_check_failed,402683,6.711383333333333,,,informative,vigilant,1.0,speaker_type_first,False,At least one but must not be all.,True,More than half and could be all.,True,False,"[""all""]",True,"[2,0]",3,Ineffective,Most,The treatment was ineffective for most patients.,60.0,anti,,Ineffective,All,The treatment was ineffective for all patients.,100.0,anti,,Effective,No,The treatment was effective for no patients.,0.0,neutral,,Ineffective,All,The treatment was ineffective for all patients.,0.0,anti,,Effective,No,The treatment was effective for no patients.,0.0,anti,,5,True,False,0.0,anti,,,False,,,
1.0.0,2026-02-01T02:18:36.321Z,terminated_attention_check,2026-02-01T02:24:57.310Z,True,attention_check_failed,380977,6.349616666666667,,,pers_plus,credulous,0.0,speaker_type_first,False,At least two but must not be all.,True,More than half and could be all.,False,True,"[""all"",""some""]",True,"[0,2]",3,Effective,Some,The treatment was effective for some patients.,30.0,,,Effective,Some,The treatment was effective for some patients.,30.0,,,Ineffective,Some,The treatment was ineffective for some patients.,35.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,5,True,False,55.0,,,,False,,,
1.0.0,2026-01-30T16:04:26.622Z,completed,2026-01-30T16:12:55.415Z,False,,508788,8.4798,,,pers_minus,naturalistic,2.0,speaker_type_first,False,At least one but must not be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",True,"[0,2]",4,Ineffective,Most,The treatment was ineffective for most patients.,25.0,,,Effective,Some,The treatment was effective for some patients.,20.0,,,Ineffective,Some,The treatment was ineffective for some patients.,20.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,Ineffective,Some,The treatment was ineffective for some patients.,75.0,,,5,True,True,100.0,,95.0,communicator,False,,"Given the possibilities of what the words the speak could've used, if they used some, I know it likely would've been either 1 or 2, otherwise they would've used most or all, which are more specific  to that situation. Similar thing for most and all.",
1.0.0,2026-01-31T22:23:42.759Z,completed,2026-01-31T22:39:55.319Z,False,,972554,16.209233333333334,,,pers_minus,naturalistic,0.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",5,Ineffective,Some,The treatment was ineffective for some patients.,20.0,,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,,,Ineffective,Some,The treatment was ineffective for some patients.,20.0,,,5,True,True,100.0,,9.0,helpfulness,False,,"Tried to use default, but the speaker's clues were not particularly helpful, I could gather that it was effective for at least 1 and ineffective for at least 1","There was a decent bit of information to take in, but it wasn't particularly confusing"
1.0.0,2026-01-30T17:40:41.907Z,completed,2026-01-30T17:49:36.128Z,False,,534096,8.9016,,,pers_minus,vigilant,2.0,effectiveness_first,False,At least two and could be all.,True,More than half and could be all.,True,False,"[""ineff_some""]",False,[3],2,Ineffective,Most,The treatment was ineffective for most patients.,60.0,pro,,Effective,Some,The treatment was effective for some patients.,40.0,anti,,Ineffective,Some,The treatment was ineffective for some patients.,75.0,neutral,,Effective,Some,The treatment was effective for some patients.,20.0,anti,,Ineffective,Some,The treatment was ineffective for some patients.,85.0,pro,,5,True,True,100.0,anti,43.0,goal_accomplishment,True,,,
1.0.0,2026-02-01T17:40:45.788Z,completed,2026-02-01T17:49:19.757Z,False,,513964,8.566066666666666,,,informative,vigilant,1.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",5,Ineffective,Most,The treatment was ineffective for most patients.,30.0,neutral,,Ineffective,All,The treatment was ineffective for all patients.,0.0,anti,,Effective,No,The treatment was effective for no patients.,0.0,anti,,Ineffective,All,The treatment was ineffective for all patients.,0.0,neutral,,Effective,No,The treatment was effective for no patients.,0.0,anti,,5,True,True,100.0,anti,85.0,goal_pursuit_effectiveness,False,It depended on whether they emphasised the positive or the negative. i.e. no treatments were effective v all treatments were ineffective. ,,No comment to make here.
1.0.0,2026-02-01T20:06:35.398Z,completed,2026-02-01T20:17:21.375Z,False,,645969,10.76615,,,pers_plus,naturalistic,2.0,effectiveness_first,False,At least one but must not be all.,False,More than half but must not be all.,True,False,"[""all""]",True,"[0,2]",2,Effective,Most,The treatment was effective for most patients.,65.0,,,Ineffective,Some,The treatment was ineffective for some patients.,80.0,,,Effective,Some,The treatment was effective for some patients.,75.0,,,Ineffective,Some,The treatment was ineffective for some patients.,45.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,5,True,True,100.0,,37.0,helpfulness,False,,"i didnt find it too helful i just tried to imagine what i would put in similar situation, but mainly just guess work",
1.0.0,2026-01-30T16:07:26.902Z,completed,2026-01-30T16:14:24.492Z,False,,417576,6.9596,,,informative,credulous,1.0,speaker_type_first,False,At least one but must not be all.,False,More than 75% and could be all.,True,False,"[""all""]",True,"[0,2]",2,Ineffective,Most,The treatment was ineffective for most patients.,25.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,5,True,True,100.0,,100.0,informativeness,False,,"The choice of words the speaker used, such as ""no"", ""all"", and "" most.""","None, thank you."
1.0.0,2026-01-31T22:24:53.932Z,completed,2026-01-31T22:31:56.478Z,False,,422048,7.034133333333333,,,pers_plus,credulous,0.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[0,2]",5,Effective,Some,The treatment was effective for some patients.,30.0,,,Effective,Some,The treatment was effective for some patients.,30.0,,,Ineffective,Some,The treatment was ineffective for some patients.,30.0,,,Effective,Some,The treatment was effective for some patients.,30.0,,,Effective,Some,The treatment was effective for some patients.,30.0,,,5,True,True,100.0,,0.0,helpfulness,False,,,
1.0.0,2026-02-01T00:22:27.522Z,completed,2026-02-01T00:27:31.487Z,False,,303962,5.066033333333333,,,informative,naturalistic,1.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[0,2]",5,Ineffective,Most,The treatment was ineffective for most patients.,80.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,10.0,,,Ineffective,All,The treatment was ineffective for all patients.,10.0,,,Effective,No,The treatment was effective for no patients.,10.0,,,5,True,True,100.0,,80.0,helpfulness,False,,I can know for sure that the percentage effectiveness lies between a certain value depending on how the speaker communicated. The rest is just good guessing,"None, thanks!"
1.0.0,2026-02-01T20:38:22.739Z,completed,2026-02-01T20:50:08.742Z,False,,705815,11.763583333333333,,,pers_minus,vigilant,1.0,effectiveness_first,False,At least two but must not be all.,True,More than half and could be all.,True,False,"[""all""]",True,"[2,0]",3,Ineffective,Most,The treatment was ineffective for most patients.,10.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,neutral,,Effective,Some,The treatment was effective for some patients.,50.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,70.0,neutral,,Effective,Some,The treatment was effective for some patients.,80.0,pro,,5,True,True,100.0,anti,89.0,goal_pursuit_effectiveness,True,"I based it on the descriptors of most, all, or some. ",,
1.0.0,2026-02-01T01:21:10.405Z,completed,2026-02-01T01:27:28.196Z,False,,377783,6.296383333333333,,,pers_plus,naturalistic,2.0,speaker_type_first,False,At least one but must not be all.,True,More than half and could be all.,False,True,"[""some"",""all""]",True,"[2,0]",3,Effective,Most,The treatment was effective for most patients.,80.0,,,Ineffective,Some,The treatment was ineffective for some patients.,70.0,,,Effective,Some,The treatment was effective for some patients.,50.0,,,Ineffective,Some,The treatment was ineffective for some patients.,70.0,,,Effective,Some,The treatment was effective for some patients.,50.0,,,5,True,True,100.0,,65.0,helpfulness,False,,I went with a higher percentage when they used 'most' vs 'some' key words,no
1.0.0,2026-02-01T17:54:22.304Z,completed,2026-02-01T18:00:36.282Z,False,,373973,6.2328833333333336,,,pers_minus,naturalistic,2.0,speaker_type_first,False,At least one but must not be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",True,"[2,0]",4,Ineffective,Most,The treatment was ineffective for most patients.,30.0,,,Effective,Some,The treatment was effective for some patients.,55.0,,,Ineffective,Some,The treatment was ineffective for some patients.,45.0,,,Effective,Some,The treatment was effective for some patients.,55.0,,,Ineffective,Some,The treatment was ineffective for some patients.,45.0,,,5,True,True,100.0,,20.0,helpfulness,False,,I tried to think about all the possible outcomes and meet in the middle of the possabilites.,
1.0.0,2026-02-01T19:43:41.050Z,completed,2026-02-01T19:53:42.587Z,False,,601513,10.025216666666667,,,informative,credulous,0.0,speaker_type_first,False,At least one but must not be all.,True,More than half and could be all.,True,False,"[""all""]",True,"[0,2]",3,Effective,Most,The treatment was effective for most patients.,85.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,5,True,True,100.0,,95.0,helpfulness,False,,,The experiment was great!
1.0.0,2026-02-01T17:48:08.672Z,completed,2026-02-01T17:55:36.075Z,False,,447393,7.45655,,,pers_plus,vigilant,0.0,effectiveness_first,False,At least one but must not be all.,False,More than 75% but must not be all.,True,True,"[""all"",""some""]",True,"[0,2]",3,Effective,Some,The treatment was effective for some patients.,75.0,pro,,Effective,Some,The treatment was effective for some patients.,75.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,anti,,Effective,Some,The treatment was effective for some patients.,75.0,pro,,Effective,Some,The treatment was effective for some patients.,75.0,pro,,5,True,True,100.0,anti,70.0,goal_pursuit_effectiveness,True,I tried to judge the word use and it seemed like they were trying to be vague.,,no comments
1.0.0,2026-01-30T17:41:30.556Z,completed,2026-01-30T17:46:53.494Z,False,,322684,5.378066666666666,,,pers_minus,naturalistic,2.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,False,"[""all""]",True,"[0,2]",4,Ineffective,Most,The treatment was ineffective for most patients.,25.0,,,Effective,Some,The treatment was effective for some patients.,55.0,,,Ineffective,Some,The treatment was ineffective for some patients.,60.0,,,Effective,Some,The treatment was effective for some patients.,70.0,,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,,,5,True,True,100.0,,55.0,communicator,False,,"I took ""effective"" or ""ineffective"" as my main deciding factor whether or not the slider would be above or below 50%.",
1.0.0,2026-02-01T01:39:47.692Z,completed,2026-02-01T01:44:13.327Z,False,,265628,4.427133333333333,,,informative,credulous,0.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",True,"[0,2]",5,Effective,Most,The treatment was effective for most patients.,80.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,5,True,True,100.0,,100.0,helpfulness,False,,,no
1.0.0,2026-02-01T19:51:23.494Z,completed,2026-02-01T20:02:26.183Z,False,,662658,11.0443,,,informative,vigilant,0.0,speaker_type_first,False,At least two but must not be all.,False,More than 75% and could be all.,True,False,"[""all""]",True,"[0,2]",2,Effective,Most,The treatment was effective for most patients.,75.0,pro,,Ineffective,No,The treatment was ineffective for no patients.,75.0,pro,,Effective,All,The treatment was effective for all patients.,75.0,pro,,Ineffective,No,The treatment was ineffective for no patients.,75.0,pro,,Effective,All,The treatment was effective for all patients.,75.0,neutral,,5,True,True,100.0,anti,80.0,goal_pursuit_effectiveness,False,"The speaker saw no faults, so they could have been a promoter or scientist.",,No.
1.0.0,2026-01-31T23:53:57.427Z,completed,2026-01-31T23:59:25.862Z,False,,328408,5.473466666666667,,,pers_plus,naturalistic,2.0,speaker_type_first,False,At least one but must not be all.,True,More than half and could be all.,True,False,"[""all""]",True,"[2,0]",3,Effective,Most,The treatment was effective for most patients.,80.0,,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,Ineffective,Some,The treatment was ineffective for some patients.,20.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,5,True,True,100.0,,80.0,helpfulness,False,,,
1.0.0,2026-01-30T16:13:29.300Z,completed,2026-01-30T16:18:52.169Z,False,,322863,5.38105,,,informative,credulous,1.0,speaker_type_first,True,At least one and could be all.,False,More than 75% and could be all.,True,False,"[""all""]",True,"[0,2]",3,Ineffective,Most,The treatment was ineffective for most patients.,0.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,5,True,True,100.0,,70.0,informativeness,False,,I determined the percentage of users the treatment was or was not effective for.,None
